"COLLECTION_ID","SHORT_NAME","LONG_NAME","TYPE","DESCRIPTION"
"153","ROMS 3-D Model of U.S. West Coast Ocean Temperature (Chao/Choi)","ROMS 3-D Model of U.S. West Coast Ocean Temperature (Chao/Choi)","PRODUCT","TBD"
"154","ROMS 3-D Model of U.S. West Coast Ocean Currents (Chao/Choi)","ROMS 3-D Model of U.S. West Coast Ocean Currents (Chao/Choi)","PRODUCT","TBD"
"155","ROMS 3-D Model of  U.S. West Coast Ocean Salinity (Chao/Choi)","ROMS 3-D Model of  U.S. West Coast Ocean Salinity (Chao/Choi)","PRODUCT","TBD"
"156","NONE","Altimeter Ocean Pathfinder TOPEX/POSEIDON Sea Surface Height Anomaly v9.2 (NASA/GSFC)","PRODUCT","TBD"
"157","NONE","Altimeter Ocean Pathfinder GEOSAT ERM Sea Surface Height Anomaly v4 (NASA/GSFC)","PRODUCT","TBD"
"158","NONE","Altimeter Ocean Pathfinder GFO Sea Surface Height Anomaly v2 (NASA/GSFC)","PRODUCT","TBD"
"159","NONE","Altimeter Ocean Pathfinder GFO Adjusted Sea Surface Height Anomaly v2 (NASA/GSFC)","PRODUCT","TBD"
"160","NONE","Altimeter Ocean Pathfinder ERS-1 Phase C Sea Surface Height Anomaly v5.1 (NASA/GSFC)","PRODUCT","TBD"
"161","NONE","Altimeter Ocean Pathfinder ERS-1 Adjusted Phase C Sea Surface Height Anomaly v1 (NASA/GSFC)","PRODUCT","TBD"
"162","NONE","Altimeter Ocean Pathfinder ERS-1 Phase G Sea Surface Height Anomaly v3.1 (NASA/GSFC)","PRODUCT","TBD"
"163","NONE","Altimeter Ocean Pathfinder ERS-1 Adjusted Phase G Sea Surface Height Anomaly v1 (NASA/GSFC)","PRODUCT","TBD"
"164","NONE","Altimeter Ocean Pathfinder ERS-2 Sea Surface Height Anomaly v5.4 (NASA/GSFC)","PRODUCT","TBD"
"165","NONE","Altimeter Ocean Pathfinder ERS-2 Adjusted Sea Surface Height Anomaly v2 (NASA/GSFC)","PRODUCT","TBD"
"166","TOPEX Microwave Radiometer Sensor Data Record","TOPEX Microwave Radiometer Sensor Data Record","PRODUCT","TOPEX Microwave Radiometer Sensor Data Record"
"167","SEAWINDS LEVEL 2B AMSR","SeaWinds on ADEOS-II L2B 25km Ocean Wind Vectors w/AMSR corrections","PRODUCT","The SeaWinds on ADEOS-II Level 2B product provides ocean wind vectors in 25 km wind vector cell (WVC) swaths with AMSR corrections in single-orbit files. The AMSR provides precipitation rates, which have been used to tune the rain-flagging algorithm. This product differs from the non-AMSR product in that the impact of rain upon wind speed and direction are provided. The local time at the equator for the ascending node is 10:30pm +/- 30 minutes; the local time at the equator for the descending node is 10:30am +/- 30 minutes. Wind vectors are accurate to within 2 m/s (vector speed) and 20 degrees (vector direction). Rain flags are provided for each wind vector cell to assist in identifying potential rain contamination. Wind vectors are set to a value of '0' when within 30 km of land/ice boundaries or where there is ambiguous or non-existent measurements available. This product utilizes JPL's most up-to-date calibration, validation, and science data processing from the QSCAT-1/F13 geophysical model function, adopted in July of 2006. Quality Assurance files are also included to verify the quality of the Level 2B processing. For more information, please refer to the user's guide: ftp://podaac.jpl.nasa.gov/ocean_wind/seawinds/L2BE/doc/SWS_L2B.pdf"
"6","GHRSST Level 2P European Medspiration AATSR SST","GHRSST-PP L2P Sea Surface Temperature SSTskin observations from the ENVISAT Advanced Along Track Scanning Radiometer (AATSR)","PRODUCT","The Advanced Along-Track Scanning Radiometer (AATSR) onboard ESA's Envisat spacecraft is designed to meet the challenging task of monitoring and detecting climate change. It builds on the success of its predecessor instruments on the ERS-1 and ERS-2 satellites, and will lead to a 15+ year record of precise and accurate global Sea- Surface Temperature (SST) measurements, thereby making a valuable contribution to the long-term climate record. The exceptionally high radiometric accuracy and stability of AATSRdata are achieved through a number of unique features. A comprehensive pre-launch calibration programme, combined with continuous in-flight calibration, ensures that the data are continually corrected for sensor drift and degradation. A ""dual-view"" technique offering improved atmospheric correction is used to derive SSTskin observations. The accuracies achieved with this configuration are further enhanced by using low-noise infrared detectors, cooled to their optimum operating temperature by a pair of Stirling-cycle coolers. With its high-accuracy, high-quality imagery and channels in the visible, near-infrared and thermal wavelengths, AATSR data will support many applications in addition to oceanographic and climate research, including a wide range of land-surface, cryosphere and atmospheric studies.  See Llewellyn-Jones et al (2001) ESA bulletin 105, Feb 2001 for a full description. L2P data products are then derived following the GHRSST-PP Data Processing Specification (GDS) version 1.5 avaialable from http://ghrsst-pp.metoffice.com/documents/GDS-v1.0-rev1.5.pdf.  Single Sensor Error Statistics (SSES) are provided based on the GDS-v1.5 specification."
"18","GHRSST Level 4 European Medspiration ODYSSEA Galapagos SST","Analysed L4 foundation sea surface temperature over Galapagos and Pacific Central America","PRODUCT","The ODYSSEA Galapagos and Pacific Central America Sea Surface Temperature is produced at Ifremer/CERSAT. It provides a daily cloud-free field of foundation sea surface temperature at 2 km resolution (0.02 degree). It is generated by merging all available satellite sensors for sea surface temperature (micro-wave and infra-red), after careful intercalibration using AATSR sensor as reference (previously re-calibrated using all available in situ data). The development of this real-time sea surface temperature at Ifremer/CERSAT is supported by ESA initially in the frame of Medspiration project."
"20","GHRSST Level 2P USA NASA MODIS Aqua SST","GHRSST L2P Skin Sea Surface Temperature from the Moderate Resolution Imaging Spectroradiometer (MODIS) on the NASA Aqua satellite","PRODUCT","The production of the MODIS L2P data is a joint collaboration between JPL, OBPG and RSMAS. RSMAS is responsible for sea surface temperature algorithm development, error statistics and quality flagging, while the OBPG is NASA ground data system for production of daily MODIS ocean products in HDF file format. JPL acquires MODIS ocean granules from the OBPG and reformats them to the GHRSST L2P specification with complete metadata. 
Data consists of global coverage at 1 km resolution with approximately 288 five minute observation granules per day. For nighttime data both SST from the 11 and 4 um bands are available. Ocean chlorophyll and K490 diffuse attenuation coefficient are also available for daytime periods as non standard L2P core fields."
"21","GHRSST Level 2P USA NASA MODIS Terra SST","GHRSST L2P Skin Sea Surface Temperature from the Moderate Resolution Imaging Spectroradiometer (MODIS) on the NASA Terra satellite","PRODUCT","The production of the MODIS L2P data is a joint collaboration between JPL, OBPG and RSMAS. RSMAS is responsible for sea surface temperature algorithm development, error statistics and quality flagging, while the OBPG is NASA ground data system for production of daily MODIS ocean products in HDF file format. JPL acquires MODIS ocean granules from the OBPG and reformats them to the GHRSST L2P specification with complete metadata. 
Data consists of global coverage at 1 km resolution with approximately 288 five minute observation granules per day. For nighttime data both SST from the 11 and 4 um bands are available. Ocean chlorophyll and K490 diffuse attenuation coefficient are also available for daytime periods as non standard L2P core fields."
"35","GHRSST Level 3P USA Remote Sensing Systems AMSRE SST","GHRSST-PP L2P Global Sea Surface Temperature SSTsub-skin observations from the AQUA Advanced Scanning Microwave Radiometer - Earth Observing System (AMSR-E)","PRODUCT","The Advanced Microwave Scanning Radiometer (AMSR-E) was launched on May 4, 2002, aboard NASA's Aqua spacecraft. The National Space Development Agency of Japan (NASDA) provided AMSR-E to NASA as an indispensable part of Aqua's global hydrology mission. Over the oceans, AMSR-E is measuring a number of important geophysical parameters, including sea-surface temperature (SST), wind speed, atmospheric water vapor, cloud water, and rain rate. A key feature of AMSR-E is its capability to see through clouds, thereby providing an uninterrupted view of global SST and surface wind fields."
"38","GHRSST Level 4 USA Remote Sensing Systems mw_ir_OI Global SST","GHRSST-PP L2P Global Sea Surface Temperature SSTsub-skin optimum interpolated observations from the AQUA AMSR-E, AQUA MODIS, and TRMM TMI","PRODUCT","The through-cloud capabilities of microwave radiometers provide a valuable picture of global sea surface temperature (SST) while infrared radiometers (MODIS) have a higher spatial resolution.  To utilize these SSTs, scientists at Remote Sensing Systems have calculated a daily, Optimally Interpolated (OI) SST product at ~9 kilometer resolution. This product is ideal for research activities in which a complete, daily SST map is more desirable than one with missing data due to orbital gaps or environmental conditions precluding SST retrieval."
"36","GHRSST Level 3P USA Remote Sensing Systems TMI SST","GHRSST-PP L2P Global Sea Surface Temperature SSTsub-skin observations from the TRMM Microwave Radiometer","PRODUCT","Version-3b TMI Ocean Products, in November 1997, the TMI radiometer with a 10.7 GHz channel was launched aboard the TRMM satellite.The important feature of microwave retrievals is that SST can be measured through clouds, which are nearly transparent at 10.7 GHz. This is a distinct advantage over the traditional infrared SST observations that require a cloud-free field of view. Ocean areas with persistent cloud coverage can now be viewed on a daily basis. Furthermore, microwave retrievals are not affected by aerosols and are insensitive to atmospheric water vapor. However, the microwave retrievals are sensitive to sea-surface roughness, while the infrared retrievals are not. A primary function of the TRMM SST retrieval algorithm is the removal of surface roughness effects. The microwave and infrared SST retrievals are very complementary and can be combined to obtain a reliable global data set. The algorithm for retrieving SSTs from radiometer data is described in ""AMSR Ocean Algorithm"""
"37","GHRSST Level 2P USA Remote Sensing Systems TMI SST","GHRSST-PP L2P Global Sea Surface Temperature SSTsub-skin observations from the TRMM Microwave Radiometer","PRODUCT","Version-4 TMI Ocean Products, in November 1997, the TMI radiometer with a 10.7 GHz channel was launched aboard the TRMM satellite.The important feature of microwave retrievals is that SST can be measured through clouds, which are nearly transparent at 10.7 GHz. This is a distinct advantage over the traditional infrared SST observations that require a cloud-free field of view. Ocean areas with persistent cloud coverage can now be viewed on a daily basis. Furthermore, microwave retrievals are not affected by aerosols and are insensitive to atmospheric water vapor. However, the microwave retrievals are sensitive to sea-surface roughness, while the infrared retrievals are not. A primary function of the TRMM SST retrieval algorithm is the removal of surface roughness effects. The microwave and infrared SST retrievals are very complementary and can be combined to obtain a reliable global data set. The algorithm for retrieving SSTs from radiometer data is described in ""AMSR Ocean Algorithm"""
"2","GHRSST Level 4 Australian Bureau of Meteorology RAMSSA_09km Australia SST","GHRSST Level 4 Australian Bureau of Meteorology RAMSSA_09km Australia SST","PRODUCT","As part of the BLUElink> Ocean Forecasting Australia project (http://www.bom.gov.au/oceanography/projects/BLUElink/), the Australian Bureau of Meteorology has modified its pre-existing operational regional 1/4 degree resolution optimal interpolation SST analysis system to produce 1/12 degree resolution, daily SST analyses over the Australian region (20N - 70S, 60E - 170W).  The new Regional Australian Multi-Sensor SST Analysis (RAMSSA) v1.0 system combines SST data from infrared (AVHRR and AATSR) and microwave (AMSR-E) sensors on polar-orbiting satellites with in situ measurements from the GTS to produce daily foundation SST estimates, largely free of nocturnal cooling and diurnal warming effects."
"5","GHRSST Level 2P European Medspiration AMSRE SST","L2P Sea Surface Temperature (SST-sub-skin) from gridded AQUA-AMSRE Remote Sensing Systems BMAPS","PRODUCT","GHRSST-PP L2P data derived using Remote Sensing Systems BMAPS format AMSR-E SSTsub-skin data.  Data are downloaded form Remote Sensing Systems every hour to capture the latest AMSRE observations.  L2P data products are then derived following the GHRSST-PP Data Processing Specification (GDS) version 1.5 avaialable from http://ghrsst-pp.metoffice.com/documents/GDS-v1.0-rev1.5.pdf.  Single Sensor Error Statistics (SSES) are provided based on the GDS-v1.5 specification."
"33","GHRSST Level 2P USA NAVOCEANO GOES12 SST","Sea Surface Temperature, 30W-135W and 65N-50S, at 0.05 degree resolution from GOES-12 Imager","PRODUCT","SST calculated from the IR channels of GOES-12 at full resolution on a half hourly basis. In raw satellite projection, vertically adjacent pixels averaged and read out at every pixel. L2P data products are then derived following the GHRSST-PP Data Processing Specification (GDS) version 1.5 available from http://ghrsst-pp.metoffice.com/documents/GDS-v1.0-rev1.5.pdf.  Single Sensor Error Statistics (SSES) are provided based on the GDS-v1.5 specification."
"7","GHRSST Level 2P European Medspiration AVHRR16 Global SST","Multi Channel SST (MCSST) GAC, MCSST Level 2 (NAVOCEANO) orbital 9km for 100W - 45E and 90N - 70S, from NOAA-16 AVHRR/2","PRODUCT","High quality Sea Surface Temperatures (SSTs) maps derived from the NOAA (National Oceanic and Atmospheric Administration)-Polar Orbiting Advanced Very High Resolution Radiometer (AVHRR) have been available since 1981. The multichannel sea surface temperature algorithm (MCSST) has been used to routinely calculate SSTs using a split window approach. Currently this algorithm is applied by the Naval Oceanographic Office (NAVOCEANO) to calculate SSTs at a near real-time rate.    The multichannel sea surface temperature algorithm uses a set of linear coefficients to retrive sea surface temperature from the brightness radiances. Improved cloud retrieval algorithms applied by NAVOCEANO have significantly increased the number of SST pixels flagged as cloud free, as compared to previous MCSST data sets. The NAVOCEANO MCSST data sets provide a high quality near real time sea surface temperature data set with a high number of cloud free retrievals. Additionally the orbital temporal and 9km spatial resolutions allow this data to be used in a quasi real time mode for detection of mesoscale features such as eddies associated with major current systems. The history of SST computation from AVHRR radiances is discussed at length by- -------------McClain et al., 1985--. Briefly, radiative transfer theory is used to correct for the effects of the atmosphere on the observations by utilizing ""windows"" of the electromagnetic spectrum where little or no atmospheric absorption occurs. Channel radiances are transformed (through the use of the Planck function) to units of temperature, then compared to a-priori temperatures measured at the surface. This comparison yields coefficients which, when applied to the global AVHRR data, give estimates of surface temperature which have been nominally accurate to 0.7 degrees Celsius. Each AVHRR scan views Earth for 51.282 milliseconds, during which time each channel of the analog data output is digitized. Scans occur at the rate of 6 per second, and the sampling rate of the AVHRR sensors is 39,936 samples per second per channel. During a scan, the detectors view an internal target, cold space, and the external scene. The temperature of the internal target is monitored, and space is assumed to have a black- body temperature of 3K. In this way, a simple two-point linear calibration is done internally (Schwalb, 1978). The nonlinear modification to this calibration is achieved at the time of postprocessing, and takes into account sensor nonlinearities, measurement of internal target temperature, calculation of target radiance, internal reflections and emissions, etc.  Sensor/Instrument Measurement Geometry:The AVHRR has a cross-track scanning system which use an elliptical beryllium mirror rotating at 360 RPM about an axis parallel to the Earth. The 110.8 degree cross-track scan equates to a swath width of about 2700 km. This swath width is greater than the 25.3 degree separation between successive orbital tracks, and provides overlapping coverage. Coverage is global, twice daily, at an instantaneous field of view (IFOV) of ~1.4 milliradians, giving a ground field of view of ~1.1 km at nadir for a nominal altitude of 833 km. Full resolution AVHRR data are continuously transmitted and recorded in High Resolution Picture Transmission (HRPT) format. The Global Area Coverage (GAC) data are subsampled to approximately 4 km IFOV, recorded internally, and downlinked daily. The MCSST coefficients are then applied to the infrared brightness radiances to convert to SST. A level 2 declouded product produced by the Naval Oceanographic Office (NAVOCEANO) is then downloaded to JPL for distribution. Granularity: (http://harp.gsfc.nasa.gov:1729/eosdis_documents/glossary.of.terms.html#GRANULE) The level 2 product is separated into orbital files with each file consisting of an ascending (daytime) and descending (nighttime) pass. Data are available from both the NOAA-14 and NOAA-16 satellites. 
Data Format: The data and information are "
"3","GHRSST Level 4 Australian Bureau of Meteorology GAMSSA_28km Global SST","GHRSST Level 4 Australian Bureau of Meteorology GAMSSA_28km Global SST","PRODUCT","The GAMSSA v1.0 system blends NAVOCEANO's GAC 9.9 km x 4.4 km resolution AVHRR L2P SST1m data (NOAA-17, NOAA-18 and METOP-A), European Space Agency's 0.17  AATSR skin SST Meteo Product (EnviSat), Remote Sensing System's 25 km resolution AMSR-E L2P sub-skin SSTs (Aqua) and in situ bulk SSTs from the GTS.  In order to produce a foundation SST estimate, the AATSR skin SST data stream is converted to foundation SST using the Donlon et al. (2002) skin to foundation temperature conversion algorithms.  These empirically-derived algorithms apply a small correction for the cool-skin effect depending on surface wind speed, and filter out SST values suspected to be affected by diurnal warming by excluding cases which have experienced recent surface wind speeds of below 6 ms-1 during the day and less than 2 ms-1 during the night.  Wind data used are the 0.75  horizontal resolution, 3-hourly, instantaneous 10 m winds derived from the BoM 60 level, Global Area Prediction System (GASP) NWP forecasts.  The remaining satellite and in situ sub-skin and bulk SST data streams are similarly filtered to remove suspected diurnal warming events using calculated times for sunrise and sunset at the measurement location, GASP forecast winds and the same wind speed thresholds as applied to the AATSR data."
"25","GHRSST Level 2P USA NAVOCEANO AVHRR18 Local SST","Bulk Sea Surface Temperature from the NOAA-18 POES Advanced Very High Resolution Radiometer, 2.2 km resolution, regional coverage, beginning in the year 2006, from the Naval Oceanographic Office, Stennis Space Center, MS, USA","PRODUCT","Multi-Channel SST retreivals generated in real-time from NOAA-18 AVHRR Local Area Coverage data.  Used operationally in Navy oceanographic analyses and forecasts."
"63","QSCAT_L1B_TIME-ORDERED_EARTH-LOCATED_SIGMA0S","SeaWinds on QuikSCAT Level 1B Time-Ordered Earth-Located Sigma-0","PRODUCT","The SeaWinds on QuikSCAT Level 1B dataset contains the geo-located Sigma-0 measurements and antenna cell/slice geometries as derived from ephemeris and the Level 1A dataset. Quality Assurance files are also included to verify the quality of the L1B processing. For more information, please visit:ftp://podaac.jpl.nasa.gov/ocean_wind/quikscat/L2B/doc/QSUG_v3.pdf"
"10","GHRSST Level 2P European Medspiration AVHRR17 Local SST","NAVOCEANO Multichannel sea surface temperature 2.2km data (MCSST) for 100W - 45E and 90N - 70S, from NOAA-17 AVHRR/2","PRODUCT","High quality Sea Surface Temperatures (SSTs) maps derived from the NOAA (National Oceanic and Atmospheric Administration)-Polar Orbiting Advanced Very High Resolution Radiometer (AVHRR) have been available since 1981. The multichannel sea surface temperature algorithm (MCSST) has been used to routinely calculate SSTs using a split window approach. Currently this algorithm is applied by the Naval Oceanographic Office (NAVOCEANO) to calculate SSTs at a near real-time rate.    The multichannel sea surface temperature algorithm uses a set of linear coefficients to retrive sea surface temperature from the brightness radiances. Improved cloud retrieval algorithms applied by NAVOCEANO have significantly increased the number of SST pixels flagged as cloud free, as compared to previous MCSST data sets. The NAVOCEANO MCSST data sets provide a high quality near real time sea surface temperature data set with a high number of cloud free retrievals. Additionally the orbital temporal and 9km spatial resolutions allow this data to be used in a quasi real time mode for detection of mesoscale features such as eddies associated with major current systems. The history of SST computation from AVHRR radiances is discussed at length by- -McClain et al., 1985--. Briefly, radiative transfer theory is used to correct for the effects of the atmosphere on the observations by utilizing ""windows"" of the electromagnetic spectrum where little or no atmospheric absorption occurs. Channel radiances are transformed (through the use of the Planck function) to units of temperature, then compared to a-priori temperatures measured at the surface. This comparison yields coefficients which, when applied to the global AVHRR data, give estimates of surface temperature which have been nominally accurate to 0.7 degrees Celsius. Each AVHRR scan views Earth for 51.282 milliseconds, during which time each channel of the analog data output is digitized. Scans occur at the rate of 6 per second, and the sampling rate of the AVHRR sensors is 39,936 samples per second per channel. During a scan, the detectors view an internal target, cold space, and the external scene. The temperature of the internal target is monitored, and space is assumed to have a black- body temperature of 3K. In this way, a simple two-point linear calibration is done internally (Schwalb, 1978). The nonlinear modification to this calibration is achieved at the time of postprocessing, and takes into account sensor nonlinearities, measurement of internal target temperature, calculation of target radiance, internal reflections and emissions, etc. Sensor/Instrument Measurement Geometry:The AVHRR has a cross-track scanning system which use an elliptical beryllium mirror rotating at 360 RPM about an axis parallel to the Earth. The 110.8 degree cross-track scan equates to a swath width of about 2700 km. This swath width is greater than the 25.3 degree separation between successive orbital tracks, and provides overlapping coverage. Coverage is global, twice daily, at an instantaneous field of view (IFOV) of ~1.4 milliradians, giving a ground field of view of ~1.1 km at nadir for a nominal altitude of 833 km. Full resolution AVHRR data are continuously transmitted and recorded in High Resolution Picture Transmission (HRPT) format. The Global Area Coverage (GAC) data are subsampled to approximately 4 km IFOV, recorded internally, and downlinked daily. The MCSST coefficients are then applied to the infrared brightness radiances to convert to SST. A level 2 declouded product produced by the Naval Oceanographic Office (NAVOCEANO) is then downloaded to JPL for distribution. The level-2 product is available in orbital files with a spatial resolution of approximately 9 kilometers. There are approximately 28 files per day for the NOAA-14 and NOAA-16 data. The spatial coverage is not uniform because of cloud coverage, which prevents the AVHRR instrument from seeing the ocean. Data Organization: Granularity: (http://harp.gsf"
"64","QSCAT_L2A_SURFACE_FLAGGED_SIGMA0S_AND_ATTEN_25KM_SWATH_GRID","SeaWinds on QuikSCAT Level 2A Surface-flagged Sigma-0 in 25km Wind Vector Cells","PRODUCT","The SeaWinds on QuikSCAT Level 2A Surface-flagged Sigma-0 in 25km Wind Vector Cells are processed using the pulse Sigma-0 data provided by the Level 1B product. Unlike NSCAT, the expected number of Sigma-0 cells per WVC is not constant, due to the circular scan of the SeaWinds instrument. To minimize the L2A data volume, the Sigma-0 cell data are stored as ""lists"" for each WVC row, with each list indexed by a ""cell_index"" array to indicate the cross-track WVC membership of the data. Each cell is then checked for land or ice and flagged accordingly. Attenuation corrections for each Sigma-0 measurement are also provided. Quality Assurance files are also included to verify the quality of the L2A processing. Data are provided in single-orbit files. For more information, please refer to the user's guide: ftp://podaac.jpl.nasa.gov/ocean_wind/quikscat/L2B/doc/QSUG_v3.pdf"
"65","QSCAT_L2A_12.5KM","SeaWinds on QuikSCAT Level 2A Surface-flagged Sigma-0 in 12.5km Wind Vector Cell Slice Composites","PRODUCT","The SeaWinds on QuikSCAT Level 2A Surface-flagged Sigma-0 in 12.5 km Wind Vector Cell Slice Composites are processed using the range-resolved ""slice"" Sigma-0 data provided by the L1B product. An additional step of ""compositing"" is performed to synthesize the Sigma-0 measurements at a wind vector cell grid resolution of 12.5 km. Unlike NSCAT, the expected number of Sigma-0 cells per WVC is not constant, due to the circular scan of the SeaWinds instrument. To minimize the L2A data volume, the Sigma-0 cell data are stored as ""lists"" for each WVC row, with each list indexed by a ""cell_index"" array to indicate the cross-track WVC membership of the data. Each cell is then checked for land or ice and flagged accordingly. Attenuation corrections for each Sigma-0 measurement are also provided. Quality Assurance files are also included to verify the quality of the L2A processing. Data are provided in single-orbit files. For more information, please refer to the user's guide: ftp://podaac.jpl.nasa.gov/ocean_wind/quikscat/L2B/doc/QSUG_v3.pdf"
"11","GHRSST Level 2P European Medspiration NAR16 SST","L2P EUMETSAT-Ocean and Sea Ice Satellite Application Facility (OSI-SAF) Near Atlantic Regional (NAR) Sea Surface Temperature (SST-sub-skin) derived for seven separate areas at 2 km resolution every 6 hours","PRODUCT","The EUMETSAT OSI-SAF NAR SST products are SST fields derived from NOAA/AVHRR data and available over 6 pre-defined zones, 4 times per day.  After acquisition and calibration at CMS, the NOAA/AVHRR data are re-mapped onto a stereopolar grid to produce mosaics of consecutive orbits over Europe and the Near Atlantic at a 2 km resolution. Mosaics are made over a ""Rectification Grand Domaine"" area (RGD). For re-mapped grid points observed by more than one overpass, the smallest satellite zenith angle data are selected. In the normal conditions when two satellites are operational, four mosaics per day are produced for all the AVHRR channels. SSTs are then calculated from these data. Six zones are then extracted . They are 1024 * 1024 pixels in size to offer the users (presumably interested by local phenomena) the possibility of handling a restricted volume of data. Note that SSTs are calculated over the entire RGD, but only the predefined zones are delivered as NAR products.The operational CMS AVHRR cloud mask in use is based on a multi-spectral thresholding algorithm (Derrien and Le Gleau 1999). Some refinements specific to the marine conditions have been introduced including Use of fine scale climatology and a fine gradiant climatology to assist in the detection of clouds in areas characterised by strong thermal gradients. SSTs are derived from the 11 and 12 micron brightness temperatures (T11 and T12) . The NOAA /AVHRR has three IR channels : channel 3 (3.6-3.8 micron), channel 4 (10.2-11.2 micron) and channel 5 (11.5-12.5 micron) which provide IR data at 1-km spatial resolution at the satellite subpoint (Kidwell, 1997). NOAA-14 and NOAA-16 have similar characteristics, but with distinct radiometer filter functions that necessitate distinct algorithm coefficients. The algorithms coefficients are derived from multilinear regression on a simulation database . At night the use of the 3.7 channel in a triple window algorithm improves the SST retrieval performances under high water vapor content conditions.  The expected accuracy is defined as the expected bias and standard deviation of the primary calculations against drifting buoy measurements determined on a monthly or yearly basis. The following performance evaluation was derived from a detailed validation of NOAA/AVHRR derived SSTs (Brisson et al 2001). Bias: Apart for the first 2 months after the launch of a new satellite, the monthly biases should remain within +/-0.4 K by night. By day local biases of several K are possible because of shallow diurnal heating. 
Standard deviation: see table below: low-cloud cases (cloud coverage less than 10% of the validation box) have been separated from all cases (cloud coverage less than 60%). The ""expected maximum standard deviation"" or the expected maximum biases are the maximum values that can be observed under normal conditions. When these values are overpassed, some anomaly may have occurred and the problem must be identified. Standard deviation Table Yearly, all Monthly, all Yearly, low-cloud Monthly, lowcloud 0.7 0.8 0.6 0.7 
Physical definition 
subskin SST : Comparable to in situ (buoy) measurements at night. 
Relation to bulk SST: equivalent to bulk SST by night. By day, a bias of several Kelvin may be found under favorable diurnal heating conditions, 
Relation to skin SST: By day and by night the subskin SST is convertible to skin temperature by subtracting 0.2K. 
Units and range 
Units: Centi-Kelvins 
When using GRIB format, a scaling factor of 100 must be applied. 
No lower limit is imposed on the SST calculations, providing the sea is ice free. The expected range is thus from about -3 degC till 35 degC, corresponding to actual values of 27000 to 30800. 
Unprocessed data (for whatever reason) show a negative value (-32768) in HDF format, or is flagged as missing in GRIB section3. 
Origin 
SST calculated from the IR channel data of the NOAA/AVHRR re-mapped onto a stereopolar grid at 2 km resolution. SST are extracted over 6 pre-"
"110","NSCAT LEVEL 1.7","NSCAT Level 1.7 SDR, Sigma-0 Cells","PRODUCT","The NASA Scatterometer (NSCAT) Level 1.7 ocean sigma-0 referenced to 50 km wind vector cells (WVC) contains daily backscatter (sigma-0) data from ascending and descending passes. The local time at the equator for the ascending node is 2230 +/- 30 minutes; the local time at the equator for the descending node is 1030 +/- 30 minutes. Rain flagging information is not included. Data is flagged where measurements are either missing, ambiguous, or contaminated by land/sea ice. For more information, please visit: ftp://podaac.jpl.nasa.gov/pub/ocean_wind/nscat/doc/nscat_manual.pdf"
"111","NSCAT LEVEL 2","NSCAT Level 2 GDR, Ocean Wind Vectors","PRODUCT","The NASA Scatterometer (NSCAT) Level 2 ocean wind vectors in 50 km wind vector cell (WVC) swaths contain daily data from ascending and descending passes. The local time at the equator for the ascending node is 2230 +/- 30 minutes; the local time at the equator for the descending node is 1030 +/- 30 minutes. Wind vectors are accurate to within 2 m/s (vector speed) and 20 degrees (vector direction). Wind vectors are not considered valid in rain contaminated regions; rain flags and precipitation information are not provided. Data is flagged where measurements are either missing, ambiguous, or contaminated by land/sea ice. For more information, please visit: ftp://podaac.jpl.nasa.gov/pub/ocean_wind/nscat/doc/nscat_manual.pdf"
"114","SSM/I PATHFINDER ATMOSPHERIC MOISTURE","SSM/I Pathfinder gridded atmospheric moisture level 3 (NOAA, NASA, MSFC, Wentz)","PRODUCT","This product consists of atmospheric moisture (cloud/rain liquid water and columnar water vapor) calculated over the ocean using the algorithms developed by F. Wentz (Remote Sensing Systems, 1989, 1992). The data were derived from the SSM/I (Special Sensor Microwave Imager). Data is currently retired due to newer reprocessed versions being made available at Remote Sensing Systems."
